Text,Label
پزشکیان: کل بلد بودن جلیلی این بود که در شورای امنیت ملی، کاغذ این طرف آن طرف می‌کرده / آقای جلیلی، اگر برنامه داشتی، چرا به رییسی ندادی؟  / آدم‌های «حکومت در سایه» به سفارت انگلیس و سعودی حمله کردند / جلیلی: پرونده ایران در دوره من به شورای امنیت نرفت؛ پزشکیان نمی‌داند/ پزشکیان: باشد؛ شما درست می‌گویید,سیاست
حمایت فرزند اولین شهید هسته‌ای از پزشکیان با هشتگ عدالت و انصاف: روز جمعه برای ایران به دکتر پزشکیان رأی می‌دهیم,سیاست
فرمانده کل سپاه: در شب‌های قبل از عملیات وعده صادق مقامات قدرت‌های بزرگ با شهید امیرعبداللهیان تماس می‌گرفتند و از او تمنا می‌کردند که یا عملیات نکنید یا آرام عملیات کنید / راه صادرات نفت ما باز شد، چون هر کسی کشتی ما را گرفت کشتی او را گرفتیم,سیاست
رضا داوری اردکانی: رأی دادن به پزشکیان رأی دادن به بقای ایران است / انتخابات روز جمعه ۱۵ تیرماه را با هیچ انتخاباتی قیاس نباید کرد,سیاست
کنایه رنجبران مقام سابق صداوسیما به جلیلی: آن کسانی که دل حاج قاسم را در زمان حیاتشان خون کردند، از نگه داشتن حرمت ایشان حرف نزنند,سیاست
نقل قول مهم عباس عبدی از فرد نزدیک به رئیس مجلس: قالیباف گفته است به جلیلی رای نمی دهد,سیاست
پزشکیان در مناظره دیشب با فاصله نسبت به جلیلی، بهتر ظاهر شد / جلیلی عوض نشده، اما در مناظره دونفره، نقاط ضعف او بیشتر به چشم می‌آید / جلیلی نتوانست به سمت آرا مردد حرکت کند / جلیلی در مناظره دیشب موفق نبود و سبد آرا خود را گسترش نداد / اولین اثر مناظره‌ها بیشتر روی آرا مردد است؛ اثر دوم آن روی آرا تحریمی است؛ مخصوصا اصلاح طلبانی که در دور اول رأی ندادند,سیاست
نگرانی کیهان از پیروزی پزشکیان در انتخابات: باید یک هفته کف خیابان بخوابیم تا مردم متوجه خطرات دولت سوم روحانی کنیم,سیاست
سانسور مستند سوم مسعود پزشکیان در صداوسیما,سیاست
اعلام حمایت مجمع مشورتی مولوی عبدالحمید از پزشکیان: تامین منافع و خواسته‌های به حق مردم را در نگاه بلند و بدون تبعیض پزشکیان دیده ایم,سیاست
آقای جلیلی! اقتصاد ایران با صادرات گوجه راه نمی‌افتد / در حالیکه متوسط قیمت هر بشکه نفت ۸۱ دلار بوده، اما نفت ایران با ۳۰ درصد تخفیف فروش رفته؛ این پول از جیب ملت می‌رود؛ باقیمانده پول ما هم بلوکه شده / اقتصاد کشور با این آمار‌ها و حرف‌ها راه نمی‌افتد,سیاست
کاندیدای پوششی جلیلی همچنان به ظریف حمله می‌کند: امریکایی‌ها گفتند این‌ها انگلیسی هم بلد نبودند,سیاست
درخواست روحانی از مردم: به سلطان قطعنامه‌ها رأی ندهید/ برجام مانع جنگ شد؛ ۱+۵ تصمیم گرفته بود علیه ایران وارد جنگ شود,سیاست
روحانی خطاب به جلیلی: اگر برجام بد بود چرا شورای عالی امنیت ملی که خودت هم در آنجا نشسته بودی، تصویب کرد؟ / همین حرف‌هایی که در مناظره می‌زنی، ده بار در شورای عالی امنیت ملی گفتی و صد بار هم به تو جواب دادند؛ باز هم برمی‌گردی به حرف قبلی!,سیاست
اختلال گروه‌های فشار در سخنرانی ظریف در مشهد / مردم با شعار «پزشکیان زنده باد، خاتمی پاینده باد» جواب دادند / ظریف: چند نفر از ستاد پزشکیان در برنامه های جلیلی اختلال ایجاد کردند؟ اگر می کردند چه بلایی سرشان می آوردید؟ / بپذیرید اقلیت هستید و بپذیرید اکثریت شما را نمی خواهند,سیاست
ثابتی، مشاور جلیلی: به جلیلی می گویند «طالبان»، اما نخبه ها هم از او حمایت کرده اند,سیاست
ظریف: مناظره دو به یک بود؛ مجری مناظره و آقای جلیلی یک طرف و آقای پزشکیان به تنهایی در طرف دیگر بودند,سیاست
افشاگری ظریف: ۳۰۰ هزار تومان به هر روستایی داده اند؛ چه «معاون رئیس‌جمهور» تخلف کرده باشد چه دیگران,سیاست
ظریف خطاب به جلیلی: شما با هزینه مردم شعار دادید، اگر نه شما هم تحریم می‌شدید چرا نشدید؟ چرا لااقل حیا نمی‌کنید و به جای اینکه ترامپ را محکوم کنید، هموطن خود را محکوم می‌کنید؟,سیاست
افشاگری ظریف: به در خانه مردم بسته ارزاق و کارت ۳۰۰ هزار تومانی می‌فرستند؛ این مردم عزیزند، شرم کنید / این پول‌ها را از کجا آورده اید؟ باید به زندان بروید / این‌ها پول کاسبی تحریم است؟,سیاست
ظریف: گرفتار کسانی هستیم که در جهل مرکب مانده اند؛ یک جهان توهم دارند / این‌ها برای ایران، سرکوب و تحریم به همراه آورده اند,سیاست
واکنش روحانی به اظهارات جلیلی: این‌هایی که کج‌فکرند تا پایان کج‌فکر هستند / همین حرف‌هایی که در مناظره می‌زنید ده بار گفتید و صد بار به شما جواب دادند؛ باز هم برمی‌گردید به حرف قبلی,سیاست
رئیس ستاد مردمی کل کشور قالیباف به ستاد پزشکیان پیوست,سیاست
دیدار پزشکیان با بازاریان خیابان شوش تهران,سیاست
شهرام شاه‌حسینی، کارگردان: به پزشکیان رأی بدهیم/ هنوز چیزهای زیادی برای از دست رفتن وجود دارد,سیاست
عباس عبدی: مردم از تورم، وعده دروغ و سانسور خسته‌اند؛ بگذاریم به زندگی بازگردند,سیاست
جلیلی: ۸ سال رکود به خاطر مذاکره بود,سیاست
شریف‌زارچی، استاد اخراجی دانشگاه شریف: جلیلی دو هفته پیش به دانشگاه شریف آمد و درست کنارش کسی نشست که حکم اخراج مرا از دانشگاه امضا کرده بود/ شما‌ها اخراج نکنید، دولت سایه پیش‌کش‌تان,سیاست
پزشکیان: باید کاری کنیم تاجران ما با دنیا ارتباط داشته باشند,سیاست
دروغ خناق نیست/ میانگین قیمت مسکن در سال ۹۲ برابر با ۳.۹۵میلیون تومان بود؛ متوسط قیمت مسکن در مرداد ۹۷ نیز برابر با ۶.۹۷میلیون تومان بود/ به دوره انتظار خانه‌دار شدن در دولت‌های مختلف توجه کنید تا با شاهکار دولت فعلی آشنا شوید؛ ۱۵۰ سال انتظار,سیاست
عکسی از حسن کردمیهن، عامل حمله به سفارت سعودی، با سعید جلیلی,سیاست
سخنگوی پیشین شورای امنیت ملی: آن چه جلیلی در مناظرات درباره قطعنامه‌ها مطرح می‌کند، مغالطه است/ قطعنامه‌هایی که در زمان دبیری لاریجانی صادر شد، دربارۀ تجهیزات هسته‌ای و موشکی بود؛ ربطی به مسائل اقتصادی مردم نداشت / قطع‌نامه‌هایی که در زمان مسئولیت جلیلی صادر شدند، جزو سنگین‌ترین قطع‌نامه‌ها طول تاریخ شورای امنیت سازمان ملل بود,سیاست
پزشکیان در بازار شوش: کسانی که زندگی‌شان نمی‌چرخد مالیات پرداخت نخواهند کرد,سیاست
علی مطهری: رأی ندادن در دور دوم یعنی شکل‌گیری دیکتاتوری اقلیت، انزوای بیشتر ایران در دنیا و پرداخت زیان‌های دور زدن تحریم‌ها از جیب مردم/ همه با هم به پزشکیان رأی دهیم,سیاست
پوششی‌ها همچنان حمله می‌کنند / قاضی زاده علیه ظریف: قاضی زاده: هر وقت این‌ها روی کار آمدند پیچ‌ها سفت و مسیر‌های ارتباطات تنگ و مشکلات تشدید شد,سیاست
مدیرعامل ایسپا در تلویزیون: اگر یک هفته انتخابات دیرتر برگزارمی‌شد، احتمال تغییر نتایج انتخابات دور اول بسیار بالا بود/ ضریب رشد پزشکیان بسیار بالاتر از دیگران بود؛ آراء او همینطور داشت بالا میرفت,سیاست
ظریف: ما تحریم را از ۲ طریق شکست می‌دهیم، اول کاسبان تحریم را به خانه می‌فرستیم و بعد از آن با پشتوانۀ ملت با تحریم‌گران مقابله می‌کنیم,سیاست
پورمحمدی: به جلیلی گفتم پای قطعنامه‌های وحشتناکی که مسئولش بودی هستی؟ / مسئولیت کار‌هایی که مانع آن بودی بپذیر/ نمی‌شود جاخالی بدهید و بگویید امام زاده و مقدس هستید,سیاست
انتقاد روحانی از جلیلی: به دلیل برجام بود که ما در بنزین هم خودکفا شدیم/ با برجام بسیاری از پروژه‌های پارس جنوبی که به خاطر تحریم‌ها خوابیده بود، حل شد و در گاز خودکفا شدیم,سیاست
سخنان صریح طیب نیا فرمانده اقتصادی پزشکیان درباره FATF و مانع تراشی جلیلی / در دوره خودش می‌گفت عضو FATF شویم، اما در دولت دیگر مخالفت می‌کرد,سیاست
طیب نیا، فرمانده اقتصادی تیم پزشکیان:ویژگی بارز پزشکیان این است که برای علم و دانش و کارشناسان اعتبار قائل است/ ما مسیر مبارزه با تورم را میدانیم و یک بار هم آزمودیم، در این دوره هم مقابله با تورم و رکود امکان پذیر است,سیاست
حسن کردمیهن، عامل حمله به سفارت سعودی: جلیلی را بیش از ۲۰ سال است که می‌شناسم / رای دادن به پزشکیان یعنی روی کار آمدن قوم یاجوج و ماجوج ظریف,سیاست
طیب نیا، فرمانده اقتصادی تیم پزشکیان: باید تمرکز سیستم مالی را روی ۱۰ درصد مودیان پر ریسک بگذاریم، تمام موارد لازم برای این کار در دوران مسئولیت خودم انجام شده/ به دنبال این هستم که ۹۰ درصد اظهارنامه‌های مالیاتی را بپذیریم/ باید معافیت مالیاتی را به اشخاص حقیقی نیز تعمیم بدهیم و زمینه را برای سرمایه گذاری بیشتر ایجاد کنیم/ با مودیان کوچک باید راه بیاییم,سیاست
خضریان، مشاور ارشد جلیلی: طرح «مجازات افراد برای اظهارنظرها» شامل افرادی است که به دلیل چهره شدن در جامعه، مرجعیت اجتماعی پیدا کرده‌اند,سیاست
فرمانده اقتصادی پزشکیان به دنبال تغییر سیستم مالیاتی: فشار عمده نظام مالیاتی بر عهده فقراست/ از حقوق بگیران مالیات را به روز میگرند، اما از مودیان بزرگ نه,سیاست
سید محمد خاتمی: در انتخابات اخیر بیش از ۶٠٪‏ مردم در انتخابات شرکت نکردند که بی سابقه است/ این رفتار عملا از قهر اکثریت حکایت می‌کند/ ادای احترام می‌کنم به همه آنان که در این انتخابات آمدند و یا نیامدند/ در دور دوم هم به دکتر پزشکیان که صداقتش را بیش از پیش در این انتخابات نشان داد رأی می‌دهم,سیاست
کمال خرازی: بسته به اینکه چه کسی برنده انتخابات شود، تفاوت‌هایی در رویکرد دولت ایران وجود خواهد داشت,سیاست
پزشکیان: آمده‌ایم کاری بکنیم که بچه‌هایمان با عزت از ما یاد کنند، نه بد و بیراه,سیاست
دلجویی تلفنی پزشکیان از دکتر طریقت در پی حمله با شوکر به او / پزشکیان: جریان چی بود؟ / دکتر طریقت: جریان محبت قلبی ما به شماست! / به من گفتند با تصویر پشت ماشین تبلیغات می‌کنی / پزشکیان: جلوی این رفتار‌ها را می‌گیریم، نمی‌گذاریم این موضوعات ادامه پیدا کند,سیاست
نگرانم؛ مستند سوم تلویزیونی مسعود پزشکیان به روایت پرویز پرستویی,سیاست
افشاگری عراقچی علیه جلیلی: لاریجانی به دلیل کارشکنی‌ها در مذاکرات، در سال ۸۶ استعفا داد؛ من هم از معاونت برکنار شدم، ظریف هم که در نیویورک کلا از مذاکرات حذف شده بود / منافع ملی بازی که بازیچه اهداف شخصی نیست، وگرنه گفتنی زیاد است,سیاست
حمایت قاسمیان، چهره پشت پرده حمله به سفارت سعودی از سعید جلیلی: چرا می‌گویید ما طالبانیم؟ رای قاطع من جلیلی است,سیاست
طیب نیا فرمانده اقتصادی تیم پزشکیان: ملت ایران؛ بترسید از سو تدبیر / در صحنه انتخابات حاضر شدم، چون از سو تدبیر بر ملت می‌ترسم؛ با سو تدبیر، فقر و ظلم و تورم هم می‌آید/ در شرایطی که تحت شدیدترین تحریم‌ها بودیم با تکیه بر عقلانیت توانستیم تورم ۳۵ درصدی را به ۹ درصد کاهش دهیم، شرایط آن روز از امروز هم سخت‌تر بود,سیاست
جلالی زاده، نماینده سابق اهل سنت در مجلس: مولانا عبدالله ریگی حمایت خود و جامعه مدرسین دارالعلوم زاهدان از پزشکیان را اعلام کرد,سیاست
جلیلی صریح هر نوع مذاکره را رد کرد: با دو سه قدرتی که بیشترین دشمنی را با ملت ما داشتند مذاکره کردند؛ دوباره هم همان نسخه را می‌خواهند بپیچند,سیاست
دریغ کردن تخصیص فرصت به طرف غائب مناظرات، ظلم به مردمی است که وقت آن‌ها را با انبوه ادعا‌های دروغ یک کاندیدا گرفته‌اید/ در مناظره دیشب رویه توهین و افترا به روحانی مجدداً تکرار شد/ آمادگی خود برای پاسخ به انبوه دروغ‌های آماری و تحریف واقعیات اعلام می‌کنیم,سیاست
پخش آخرین مناظره و روز شلوغ نامزدها در تلویزیون,سیاست
اوجی: تخفیف‌های فروش نفت از انگشتان دست من کمتر است/ در جنگ اقتصادی هستیم؛ نباید اعداد را اعلام کنیم/ هر دولتی در آمریکا سرکار بیاید تغییری در فروش نفت ایران ایجاد نخواهد شد,سیاست
طیب نیا: فردی که در دوره خودش نامه زده بود که مشکلات با FATF را حل کنید، چرا حالا خودش مخالف اصلی است؟ / مگر ما می‌خواهیم قاچاق کنیم یا به تروریسم کمک کنیم؟,سیاست
محقق داماد خطاب به پزشکیان: شما از سرزمین ستارخان و باقرخان هستید و مردم امروز از شما همان رشادت‌ها را انتظار دارند,سیاست
شریفی زارچی، استاد اخراجی دانشگاه به جلیلی: شماها اخراج نکنید، دولت سایه پیش‌کش‌تان,سیاست
کیوان صمیمی، فعال سیاسی: در دور اول رأی ندادم اما در دور دوم به پزشکیان رأی خواهم داد,سیاست
صالحی امیری: جلیلی دیشب از جریانی که تحریم را نعمت می‌داند، جانانه دفاع کرد/ پزشکیان: کشتی نجات نیستم اما وظیفه دارم قانون را برای همه بر اساس عدالت و انصاف اجرا کنم,سیاست
ستاد انتخابات: ۹۷ هزار نفر از ایرانیان خارج از کشور در انتخابات شرکت کردند,سیاست
محسن هاشمی:پزشکیان در مناظره به عنوان رئیس‌جمهور کل ایران صحبت کرد/ استفاده از امکانات دولتی برای یک نامزد خاص نه قانونی است و نه شرعی,سیاست
هشدار خرازی به اسرائیل: اگر به حزب الله لبنان حمله کنید با تمام امکانات وارد می شویم/ انتخابات ایران فرصت گشایش های جدید نسبت به غرب است,سیاست
ویدیو / پورمحمدی: جلیلی یک مدتی میز دبیرخانه شورای عالی امنیت ملی را جمع می‌کرد و ۵ دقیقه صحبت می‌کرد / با ۵ یا ۱۰ جلسه، آدم عمق مسائل امنیتی را می‌فهمد؟,سیاست
فریدون عباسی، رئیس کمیته انرژی ستاد جلیلی: افزایش قیمت بنزین پس از واقعی کردن حقوق ها!,سیاست
صالحی: فعالیت ما در فرهنگستان علوم منجر به تشکیل «سازمان هوش مصنوعی» شد/ دولت الکترونیک جلوی مفاسد اداری را می‌گیرد,سیاست
مناظره دوم پزشکیان و جلیلی، امشب ساعت ۹ و نیم,سیاست
زاکانی: آقایان رفراندوم را می‌خواهند تا آمریکا را بپذیریم,سیاست
چمران: زاکانی مجددا به مرخصی رفته / شهرداری تهران در حال حاضر با سرپرست اداره می‌شود,سیاست
روزنامه جوان: انتخابات تا اینجای کار نشان داده «پیروز قاطع» ندارد,سیاست
کنایه واعظی به ورود مجری به مناظره به نفع جلیلی: دور اول مناظرات ۴ در برابر یک بود؛ دیشب هم ۲ در برابر یک!,سیاست
عباس عبدی: شکست راهبرد یک‌دست‌سازی با صدای بلند رخ داده است,سیاست
اعزام طلبه‌ها به روستا‌ها در حمایت از جلیلی، در نتیجه جلسه مدیریت حوزه در جمکران بوده / علما از این اتفاق ناراضی هستند / احتمالا خود حوزه به این طلبه‌ها امتیازاتی می‌دهد / حوزه ابزار دست جبهه پایداری شده,سیاست
نامه رئیس ستاد پزشکیان به مقامات قضایی و مسئولان انتخابات در خصوص حمایت رسانه‌های برخوردار از بودجه عمومی از جلیلی: قانون در منظر افکار عمومی در حال شرحه شرحه شدن است,سیاست
ربیعی خطاب به جلیلی: با آدم‌های عجیبی روبرو هستیم؛ در دولت قبل، دولت را به خاطر واردات واکسن، به خیانت متهم می‌کردند و امروز هم اتهام عدم واردات را می‌زنند / تعدادی از مسئولان دولت فعلی و مخالفان امروز پزشکیان، امضا کردند که واکسن وارد نکنید,سیاست
ظریف: شرم‌آور است که عده‌ای بخواهند رأی مردم را با بسته غذایی بخرند/ اجازه نخواهیم داد با رأی مردم بازی کنند,سیاست
زیدآبادی: کافی بود پزشکیان از جلیلی بپرسد که آیا به برابری حقوقی همهٔ شهروندان ایرانی در برابر قانون باور دارد یا خیر؟,سیاست
واکنش وزارت بهداشت به سخنان پزشکیان: دانشجویی اخراج نکردیم، معلق کردیم!,سیاست
روزنامه جمهوری اسلامی: مشارکت در انتخابات کم شد، چون به اقتصاد مردم بی‎توجهی شد، برجام بلاتکلیف ماند و کاندیداهای کارآمد ردصلاحیت شدند,سیاست
واکنش پرویز پرستویی به ضرب و شتم شهروند تبریزیِ حامیِ پزشکیان؛ شما بویی از انسانیت نبرد‌ه‌اید,سیاست
ابتکار: پورمحمدی و ولایتی بارها از ممانعت جلیلی در برجام و FATF به صراحت پرده برداشتند/ رای نسل جوان می‌تواند شرایط را تغییر دهد,سیاست
واكنش طیب‌نیا به انتشار فايل صوتى: رفاقت من با ظریف ۴۰ ساله است,سیاست
رضا نصری: پزشکیان می گوید ما نمی‌توانیم سیاست «تک‌گزینه‌ای» با قدرت‌های جهانی داشته باشیم / اگر چین و روسیه احساس کنند ما گزینه‌ای جز آن‌ها نداریم، روابط ما با این کشورها نامتوازن و زیان‌بار خواهد بود / انتقاد او به سیاست خارجی جلیلی این است که موانعی که قدرت‌های غربی بر سر رابطه ایران با سایر کشورهای جهان از جمله همسایگان ایجاد کرده‌اند را در برنامه خود لحاظ نمی‌کند,سیاست
طعنه عباس عبدی به جلیلی بعد مناظره: اگر زاکانی و قاضی زاده پیشمرگ این بنده خدا نشده بودند؛ کارش در دور اول یکسره شده بود,سیاست
غنی‌نژاد، اقتصاددان با اعلام حمایت از پزشکیان: در دور اول انتخابات رأی ندادم، اما در دور دوم صورت مسئله تغییر کرده / اقلیتی با تفکر آخرالزمانی و تمدن‌ستیز می‌خواهد ایران را تبدیل به آزمایشگاه ماجراجویی‌های خطرناک کند / از رای دادن و ندادن نباید تابو ساخت؛ آنچه مهم است رساندن پیام عقلانیت ملی مردم ایران است,سیاست
اعتراض آذری جهرمی به عدم رعایت عادلانه وقت در مناظره اول: برادر جلیلی در صداوسیما باید وقتهای اضافه داده شده به جلیلی را محاسبه کند و مجددا به پزشکیان تخصیص بدهد,سیاست
بیانیه جمعی از فعالان اکوسیستم دانش بنیان، فناور و نخبگانی کشور در حمایت از پزشکیان,سیاست
نارضایتی اصولگرایان از عملکرد جلیلی در مناظره اول / توییت رسایی: در مناظره فرصت سوزی شد,سیاست
صبحانه خبری، ۱۲ تیر ۱۴۰۳؛ از مشاجره تند پزشکیان و جلیلی در مناظره اول تا افشای اکانت مجهز به اینترنت بدون فیلتر جلیلی در توییتر,سیاست
پزشکیان خطاب به جلیلی: آنها که به سفارت حمله کردند الان در ستاد شما هستند؛ در همین صداوسیما هستند / شما که حکومت در سایه بودید چرا محاکمه مهاجمان به سفارت را پیگیری نکردید؟,سیاست
پزشکیان به جلیلی: راه حلت را بگو / جلیلی: برنامه من این است که معطل سه کشور نمانیم / شما درست تشخیص نمیدهی! / پزشکیان: شما که درست تشخیص دادید چه کردید؟ / اینکه چهارتا کلمه یاد بگیرید و دائم بگویید که نشد برنامه,سیاست
پزشکیان: من از انتخابات کنار می‌روم، اگر آقای جلیلی تعهد بدهد که اگر رشد هشت درصدی را در دولتش محقق نکرد اعدامش کنند,سیاست
مشاجره تند پزشکیان و جلیلی / پزشکیان خطاب به جلیلی: شفاف بگویید که اف‌ای تی اف و برجام را در دولت قبول نمی‌کنیم / جلیلی: در FATF و برجام امروز ما طلبکاریم و نه بدهکار / پزشکیان: بگویید نفت را چند می‌فروشید؟ / جلیلی: قیمت نفت در دنیا متفاوت است / پزشکیان: یعنی ما مشابه دنیا می‌فروشیم؟ / جلیلی: بله / پزشکیان: اصلاً امکان ندارد,سیاست
واکنش پزشکیان به سخنان جلیلی درباره دانشجویان: در همین دولت دانشجویان را اخراج کردند / وقتی در مدارس دختران را مسموم می‌کردند و دانشجویان مطالبه کردند، آن‌ها را اخراج کردند / ما باید اجازه دهیم مردم قانون را مطالبه گری کنند,سیاست
ببینید / پزشکیان: در رجانیوز ۲۱۰ میلیون پول دادند که از قول ما پخش کنند فلانی پسرش به سنی‌ها توهین کرده,سیاست
پزشکیان: ما مگر گذاشته‌ایم که در مردم مطالبه‌گری به‌وجود بیاید؟ / معلم به خیابان می‌آید با باتوم از او استقبال می‌کنیم؛ بازنشسته حق و حقوق خود را مطالبه می‌کند او را به زندان می‌اندازیم,سیاست
جلیلی: هنوز انتخابات نتیجه‌اش اعلام نشده است، اما می‌گویند طالبانید / در ۴۸ ساعت گذشته مطالب بسیاری علیه من تولید شده‌است که ربطی به مسائل مردم ندارد,سیاست
پزشکیان: بنزین را گران نمی‌کنم؛ قاطعانه می‌گویم /  خبر دروغ منتشر کرده اند که پسر من  به مولوی عبدالحمید توهین کرده / رفتم در زیارت حرم عبدالعظیم بچه حزب اللهی ها به من می گفتند تو منافقی من که تمام زندگیم را برای باورهایم گذاشتم منافقم؟,سیاست
پزشکیان: من از انتخابات کنار می‌روم، اگر آقای جلیلی تعهد بدهد که اگر رشد هشت درصدی را در دولتش محقق نکرد اعدامش کنند / پزشکیان خطاب به جلیلی: اگر انقدر نفت می‌فروشید، پس چرا انقدر مردم بدبخت شده اند / پزشکیان به جلیلی: همین افرادی که به سفارت حمله کردند، در ستاد شما فعالند و در صداوسیما کار می‌کنند / شما در دولت آقای رییسی در سایه بودید، خب می‌آمدید در آفتاب!,سیاست
حمایت گنجی مشاور زاکانی از ضبط و انتشار بدون اجازه صدای افراد: عرف است!,سیاست
پیام ویدیویی همتی به مردم: در یک بزنگاه تاریخی قرار داریم / تقاضا میکنم رای خود را به پزشکیان بدهید / پزشکیان سمبل تحول است؛ شخصیتی صادق، پاکدست و عدالت جو,سیاست
سخنرانی محمدجواد ظریف در همایش بزرگ حامیان «مسعود پزشکیان» در شیراز,سیاست
اولین تصویر از محل برگزاری مناظره امشب پزشکیان و جلیلی,سیاست
سردار حاجی‌زاده: منتظر فرصت «عملیات وعده صادق ۲» هستیم که تعداد موشک‌های آن مشخص نیست,سیاست
حمله یک ایرانی به ماموران پلیس در ایالت بایرن؛ مهاجم کشته شد,سیاست
جزئیات مناظرۀ امشب ۲ نامزد ریاست جمهوری با موضوعات فرهنگ و سیاست,سیاست
پیش بینی دیتاک از نتایج احتمالی دور دوم انتخابات؛ پزشکیان: ۵۰.۶ درصد / جلیلی: ۴۷.۳ درصد,سیاست
معاون ظریف در وزارت خارجه: ابر و باد و مه و خورشید و فلک برای رقیب پزشکیان در کارند,سیاست
بیانیه مهم مشاور اقتصادی پزشکیان: قیمت بنزین تغییر نخواهد کرد,سیاست
ظریف: فرصت ۱۵  تیر را برای فریاد یک نه بزرگ به این تفکر خطرناک از دست ندهیم؛ نه به تحقیر دختران و زنان، نه به فیلترینگ و نه به تحریم,سیاست
کنایه پزشکیان به جلیلی: با سیمکارت بدون فیلتر، توییت می‌زنند اما برای اینترنت مردم، «طرح صیانت» تجویز می‌کنند/ آقای جلیلی! من که برنامه‌ای برای افزایش قیمت بنزین ارائه نداده‌ام، اما از شما می‌خواهم بگویید آیا قیمت بنزین پس از اجرای طرح «وان» در دولت شما کمتر از ۶۰ هزار تومان است؟,سیاست
ظریف: اسرائیل نگران احیای برجام بود؛ نباید به توافق به دید ذلت نگاه کرد,سیاست
اکانت مجهز به اینترنت بدون فیلتر سعید جلیلی در توییتر,سیاست
فعال سیاسی اصلاح طلب: خبر موثق دارم که جمع کثیری از هواداران قالیباف از جلیلی دوری می‌کنند,سیاست
طیب‌نیا: اکنون در بالاترین تورم ۸۰ ساله اخیر به سر می‌بریم / با اختلافات جدی بین ارکان نظام توفیقی حاصل نمی‌شود/ یکی از ارکان برنامه دولت پزشکیان، تنش زدایی در عرصه روابط بین‌الملل است,سیاست
زلزله سیاسی در اردوگاه اصولگرایان؛ ریزش ۴۲ درصدی پایگاه اجتماعی,سیاست
رسانه‌های دولتی دربست در اختیار جلیلی,سیاست
وقتی اجتماع انتخاباتی برای پزشکیان در «امیرچخماق» ممنوع است، برای جلیلی بدون ممنوعیت,سیاست
پیروزی جلیلی در انتخابات برای اسرائیل مفید و بهتر است / او نماد [ایران هراسی]و بیهودگی مذاکره با تهران است,سیاست
افشاگری تکان دهنده از تخفیف ۳۰ دلاری در هر بشکه نفت ایران / انصاری: می‌پرسیم چه کسانی نفت می‌فروشند و با چه قیمتی؟ می‌گویند محرمانه است!,سیاست
هر باک بنزین جلیلی = ۲ میلیون و ۱۰۰ هزار تومان,سیاست
جزئیات مناظره امشب جلیلی و پزشکیان,سیاست
ثابتی، مشاور جلیلی: تن فروش‌ها به این زن‌هایی که پول می‌گیرند و روسری برمی دارند، شرف دارند,سیاست
اینفوگرافیک/ کدام استان‌ها به پزشکیان و جلیلی رای دادند؟,سیاست
جلیلی همچنان می‌گوید تحریم‌ها اثر ندارد: می‌گفتند ما راهبرد فشار حداکثری علیه ایران را به کار می‌بریم، نتیجه چه شد؟,سیاست
امروز؛ گفت‌و‌گوی دکتر شریفی زارچی با دانشجویان,سیاست
پیوستن رییس ستاد قالیباف در گلستان به ستاد پزشکیان,سیاست
سعید جلیلی: چرا مردم را از جنگ می‌ترسانید؟,سیاست
حمله جلیلی به پزشکیان بابت رجوع به کارشناسان: نمی‌شود کسی بگوید باید بررسی کنم و کارشناس بیینم؛ ما وقت نداریم,سیاست
طعنه آذری جهرمی به طرح تیم جلیلی برای بنزین ۳۵ هزار تومانی: هر باک اسنپ با بنزین لیتری ۳۵ تومان جلیلی چند در می‌آید؟,سیاست
مخالفت جلیلی با مذاکره: هشت سال کشور را معطل ۲-۳ قدرت دنیا کردند,سیاست
زیباکلام: باید به پزشکیان رای دهیم / اگر جلیلی رای بیاورد باید با چراغ دنبال احمدی نژاد بگردیم,سیاست
ظریف؛ اگر جلیلی رئیس‌جمهور شود، خود سنگ انداز، عملا امور را در دست می‌گیرد؛ می‌خواهد پهنای اینترنت را کم کند و همه چیز را فیلتر کند/ برای حذف سنگ انداز باید به کسی رأی داد که با او همکاری نمی‌کند,سیاست
افشاگری برهانی، حقوقدان علیه سخنگوی دولت: ‏دهه ۹۰ برای شما و برادرتان نورٌ علی نور بود؛ بدون دادن آزمون دکتری، دکترا گرفتید و با تهدید رییس دانشگاه به انفصال، عضو هیات علمی دانشگاه تربیت مدرس شدید,سیاست
اعتراف وزارت نفت: می‌گویند تولید نفت به سطح قبل از تحریم‌ها نرسیده؛ باید بگوییم که نمی‌توانیم به راحتی به شرایط قبل از تحریم برگردیم,سیاست
سند/ هماهنگی برای اعزام روحانی و مبلغ به روستا‌ها و شهر‌های مختلف جهت جذب رای برای جلیلی,سیاست
حسن روحانی: اگر قرار بود حاکمیت صدای تحریم را بشنود، در انتخابات مجلس پیام مردم را می‌شنید,سیاست
خسروانی، عضو ارشد ستاد جلیلی: پهنای باند اختصاصی پلتفرم‌های پرمصرف خارجی مثل اینستاگرام باید کاهش یابد / فیلترینگ و عدم فیلترینگ مسئله‌ی مردم نیست,سیاست
رئیس قوه قضائیه: نامزدهای انتخابات ملتزم به رعایت قانون باشند/رسیدگی سریع به گزارشات و شکایات انتخاباتی,سیاست
دفتر سخنگوی دولت: آقای سخنگو بی طرفی را حفظ کرده/ توییت دیروز سخنگو همراه با انتشار عکس جلیلی: وحدت بر تکرار دهه تاریک ۹۰ پیروز خواهد شد,سیاست
